url,title,description,reason
https://actualidadpanamericana.com/farc-sorprenden-y-exigen-representante-de-emos-en-mesa-de-la-habana/,Farc sorprenden y exigen representante de emos en mesa de La Habana - Actualidad Panamericana,"Luego de ver a sus voceros enfundados en camisetas de la selección Colombia y Millonarios y Santa Fe, las Farc...",strong_political_signal
https://actualidadpanamericana.com/surge-nuevo-partido-politico-que-aspiraria-a-la-alcaldia-de-bogota/,Nuevo partido busca rescatar viejas glorias de la democracia - Actualidad Panamericana,"Es un hecho la presentación a los medios de comunicación de un nuevo partido político, cuyo objetivo inicial es entrar...",strong_political_signal
https://actualidadpanamericana.com/de-un-reality-show-saldra-el-reemplazo-de-gustavo-petro/,De un reality show saldrá el reemplazo de Gustavo Petro - Actualidad Panamericana,Esta decisión es fruto de un acuerdo sin antecedentes entre los partidos de la Unidad Nacional y el movimiento Alianza...,strong_political_signal
https://actualidadpanamericana.com/tanqueta-del-esmad-entra-a-la-universidad-nacional/,Tanqueta del ESMAD acaba de entrar a la Universidad Nacional - Actualidad Panamericana,"En un hecho histórico, en medio de una pedrea, una tanqueta del Escuadrón Movil Anti Disturbios (ESMAD) decidió entrar a...",strong_political_signal
https://actualidadpanamericana.com/union-europea-pide-a-colombianos-dejar-de-pedir-que-les-regalen-cosas/,Unión Europea pide a colombianos dejar de pedir que les regalen cosas - Actualidad Panamericana,"Kamilla Koons, directora de relaciones culturales de la Unión Europea, recomendó mediante una circular diplomática que los colombianos que viajen...",place+political_context
https://actualidadpanamericana.com/ex-presidente-uribe-abucheado-de-restaurante-por-no-dejar-propina/,Expresidente Uribe abucheado en restaurante por no dejar propina - Actualidad Panamericana,"Ayer en Soacha, Cundinamarca, después de una intensa jornada en apoyo al candidato del “Centro Democrático” el controvertido ex presidente...",strong_political_signal
https://actualidadpanamericana.com/artesanias-de-colombia-premiara-conexion-de-tm-entre-troncales-26-y-nqs/,Artesanías de Colombia premiará conexión de TM entre troncales 26 y NQS - Actualidad Panamericana,No estaba en las cuentas de nadie. La muy criticada solución que dio el Distrito a la falta de conexión...,strong_political_signal
https://actualidadpanamericana.com/revuelo-en-cartagena-por-nueva-modalidad-de-paseo-millonario/,Revuelo en Cartagena por nueva modalidad de paseo millonario - Actualidad Panamericana,"Apenas se detuvo el coche, el patrullero Cassiani notó que se sacudía. «No era normal, pero sinceramente no sospeché que...",strong_political_signal
https://actualidadpanamericana.com/ver-partidos-del-fpc-seria-castigo-alternativo-para-farc/,Ver partidos del FPC sería castigo alternativo para Farc - Actualidad Panamericana,"Es la propuesta que se viene abriendo paso en la mesa de negociación. Sus defensores la presentan como un gana-gana,...",strong_political_signal
https://actualidadpanamericana.com/hilda-strauss-a-la-alcaldia-de-bogota/,Hilda Strauss a la alcaldía de Bogotá - Actualidad Panamericana,Bajo el lema “Embellezcamos nuestra ciudad” la famosa gurú de la belleza decide lanzarse a la alcaldía de Bogotá al...,strong_political_signal
https://actualidadpanamericana.com/en-mayo-tendria-lugar-el-primer-dia-sin-tinto-en-bogota/,En mayo tendría lugar el primer día sin tinto en Bogotá - Actualidad Panamericana,"Luego de más de una década de día sin carro y retomando experiencias pasadas de días sin hombres, la Alcaldía...",strong_political_signal
https://actualidadpanamericana.com/primicia-ap-se-viene-plan-para-peatonalizar-andenes-de-bogota/,Primicia AP: Se viene plan para peatonalizar andenes de Bogotá,"En la que desde ya es considerada una iniciativa más ambiciosa que el mismo Metro de Bogotá en asuntos de movilidad, la alcaldía mayor está a punto de lanzar un audaz programa para nada menos que peatonalizar los andenes de la ciudad.",strong_political_signal
https://actualidadpanamericana.com/nuevos-buses-de-transmilenio-para-acosadores-sexuales/,Nuevos buses de Transmilenio para acosadores sexuales,el distrito ha tenido una innovadora iniciativa: poner buses morados exclusivos para agresores sexuales.,strong_political_signal
https://actualidadpanamericana.com/circuncision-sera-obligatoria-para-todos-los-colombianos/,Circuncisión será obligatoria para todos los colombianos,Una norma que desde ya levanta ampolla entre los hombres.,place+political_context
https://actualidadpanamericana.com/pazologos-preocupados-por-eventual-firma-de-acuerdo-con-las-farc/,"""Pazólogos"" preocupados por eventual firma de acuerdo con las Farc","Los llamados ""pazólogos"" entre los que se cuentan expertos en resolución de conflictos, ex comisionados de paz y ex combatientes hoy convertidos en académicos están inquietos por lo que parece un inminente acuerdo con las Farc. Les preocupa, sobre todo, su futuro laboral.",strong_political_signal
https://actualidadpanamericana.com/petro-acusa-de-persecucion-a-comite-olimpico/,Petro acusa de persecución a Comité Olímpico,"La entidad no autorizó inscripción de equipo de curling de ""Basura cero"" en Olímpicos de Sochi.",strong_political_signal
https://actualidadpanamericana.com/a-traves-de-una-tutela-petro-pida-que-se-incluya-es-complicado-en-tarjeton-de-revocatoria/,"A través de una tutela Petro pide que se incluya ""Es complicado"" en tarjetón de revocatoria","La larga novela que protagoniza el alcalde de Bogotá amaneció con un nuevo capítulo. Tras reunirse con su equipo ayer decidieron entablar una tutela para lograr incluir en el tarjetón que recibirán los ciudadanos el próximo 6 de abril la opción ""Es complicado"". Argumentan que ha sido violado el derecho fundamental a la complejidad.",strong_political_signal
https://actualidadpanamericana.com/bebes-colombianos-los-mas-feos-del-mundo/,"Bebés colombianos, los más feos del mundo","Según una encuesta mundial realizada por la marca alemana de pañales Scheißhaufen, los bebés colombianos son los menos favorecidos por la naturaleza.",place+political_context
